doc_id,date,discussion_title,name,party,speaker_id,text,length,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10
uk.org.publicwhip/debate/2016-02-11c.1727.7,2016-02-11,ENERGY AND CLIMATE CHANGE 2016-02-11,Cat Smith,labour,uk.org.publicwhip/person/25432,What discussions she has had with her Cabinet colleagues on limiting climate change to prevent greater future expenditure on adaptation. ,20,0.21000000000000002,0.11000000000000001,0.01,0.01,0.01,0.01,0.31,0.31,0.01,0.01
uk.org.publicwhip/debate/2016-01-06b.366.1,2016-01-06,Opposition Day — [14th Allotted Day] — Universal Credit Work Allowance 2016-01-06,Rachel Reeves,labour,uk.org.publicwhip/person/24851,"For many people in my constituency, Christmas was ruined by the floods that devastated homes and businesses there. On Boxing day night, the River Aire showed its tremendous force and burst its banks following days of heavy rain. Small businesses were forced to close, as was the Leeds Industrial Museum at Armley, and the Rodley Nature Reserve was badly damaged. Businesses of all sizes lost machinery, premises and stock, and workers have been laid off.I have been deeply moved by the solidarity of local people, public service workers, civic leaders and community volunteers as they have pulled together to help those in the most urgent need and to begin the work of clearing up the damage. I want to pay particular tribute to Leeds City Council leader, Judith Blake, and to the council staff who came out during their holidays to collect waste, clean the streets and help those who were most affected. I also want to pay particular tribute to the work of Councillor Lucinda Yeadon in Kirkstall, as well as to John Liversedge and Phil Marken of Open Source Arts. There were nearly 1,000 volunteers in Kirkstall alone over the past 10 days. Their countless acts of everyday heroism can never be individually itemised, but they made a huge difference that will be felt for years and decades to come. It is often in times of adversity that we see communities at their strongest, and I have never been so proud to be the Member of Parliament for Leeds West.Today, I want to focus on two specific issues for the longer term: flood insurance and flood defences. Flood insurance is essential for businesses. Small businesses struggling as a result of costs and loss of revenue as they deal with the immediate aftermath of floods should not then be hit by huge unaffordable premiums in the months that follow. Flood Re will come into force in April this year and it is hugely welcome, but it will not help small businesses. It will help only people in residential properties. We must look at this again, and I urge the Government to do so. We must help those affected to get affordable insurance, and the Government should take that action.It is also important that adequate funds are made available for resilience repair, including flood doors, air-brick seals, waterproof coatings and other measures that can help businesses to deal with future floods. Such funding must be on top of the £50 million already allocated, which should be used for immediate support such as reductions in council tax and business rates for those affected.The second issue I want to raise is that of flood defences. The 2012 climate change risk assessment identified flooding as the top risk to the UK from climate change. The Government must wake up to the fact that extreme weather events are now an increasing feature of British weather and must reassess the cuts to flood defences.The Prime Minister said at today’s Prime Minister’s questions that no flood defence scheme had been cancelled since he became Prime Minister. I ask the Secretary of State to correct the record, as in 2011 phases 2 and 3 of the Leeds flood defence scheme were cancelled. Phase 2, which would have covered the stretch of the Aire to the west of the city, including Kirkstall, to provide a one-in-75-year standard of protection was cancelled. Phase 3, which would have extended from Kirkstall to Newlay bridge in Horsforth, providing a one-in-200-year standard of protection, was also cancelled. More than £100-worth of flood defence schemes in Leeds alone have no funding, and only a full flood defence scheme for Leeds would protect the businesses in Kirkstall that were hit so badly on Boxing day. I welcome the fact that the Secretary of State has now agreed to meet me and other Leeds MPs, but I ask her and the Government to ensure that that money is available so that the tragedy we saw on Boxing day can never be allowed to occur in my city of Leeds again.",675,3.344481605351171e-4,0.13411371237458194,3.344481605351171e-4,0.013712374581939798,0.28795986622073577,3.344481605351171e-4,0.0939799331103679,0.43846153846153846,0.03043478260869565,3.344481605351171e-4
uk.org.publicwhip/debate/2018-11-22b.1110.5,2018-11-22,PROGRESS ON EU NEGOTIATIONS 2018-11-22,Nicholas Soames,conservative,uk.org.publicwhip/person/10555,"May I welcome this political declaration, particularly paragraph 77 on the global co-operation enshrined in this agreement? Does the Prime Minister agree that we must continue to work more closely than ever with our European partners, even when we leave the European Union, on trans-border issues such as climate change, trade protectionism and all the other issues that we have to deal with together and cannot deal with singly?",69,0.11071428571428572,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.0035714285714285718,0.075,0.7892857142857144
uk.org.publicwhip/debate/2016-07-12b.186.1,2016-07-12,EU REFERENDUM: ENERGY AND ENVIRONMENT 2016-07-12,Amber Rudd,conservative,uk.org.publicwhip/person/24795,"The hon. Gentleman will be aware that we have been through the issue of CCS many times. We would like to have a CCS programme and we are working on an industrial strategy to address having such a programme. I know that he has played an important part, working with Lord Oxburgh in the other place, in ensuring that we put together a clear plan. At the time, we could not go ahead with the £1 billion that had been planned for the CCS proposal, but it is not off the table at all. We are still working towards having some sort of CCS proposals.Our commitment to decarbonisation is clear, with £13 billion of investment in renewable electricity in 2015 alone and with investment in renewables increasing by 42% since 2010. We have already set out funding to be provided through auctions during this Parliament  to support up to 4 GW of new offshore wind and other renewable technologies, and with the potential for deployment of up to 10 GW in total between 2020 and 2030 if the costs continue to come down. We are also making real progress to deliver new nuclear power in the UK, addressing a legacy of underinvestment. We have announced record investment in new heat networks to enable innovative ways of heating our homes and businesses. And we will lead the world by consulting on closing unabated coal-fired power stations. That commitment has been praised across the world, and we will be setting out further details of it soon.All those commitments remain in place. They will help us to dramatically rebuild our energy infrastructure and they are underpinned by our commitment to carbon budgets, which is why the CBI, the EEF, businesses and investors from a wide range of sectors were all so supportive of our decision to set the fifth carbon budget.We have a proud history of energy innovation. The world’s first coal-fired power station was built on the banks of the Thames in the late 1800s. The world’s first nuclear power station was opened by Her Majesty the Queen in Cumbria in 1956. And well before the EU referendum had begun in earnest, my Department was making sure that this country would remain at the forefront of energy and climate change innovation. That is why, as a Government, we have committed more than £500 million over this spending review to supporting new energy technologies. That means supporting entrepreneurs as they look to develop the innovations of the future—in storage, in energy efficiency and in renewables. As part of that programme, we will build on the UK’s expertise in nuclear innovation. At least half our innovation spending will go towards nuclear research and development. That will support our centres of excellence in Cumbria, Manchester, Sheffield and Preston. Our nuclear programme will include a competition to develop a small modular nuclear reactor—potentially one of the most exciting innovations in the energy sector.Although I have focused primarily on energy and climate change, we must not forget the trade and businesses surrounding the environment and agricultural sectors, which are so profoundly affected by our decisions on tackling rising global temperatures. The Department for Environment, Food and Rural Affairs continues to engage with farmers, businesses and environmental groups to ensure that their voices are heard. It has been made clear to them that there will be no immediate changes and my hon. Friend the Under-Secretary of State will address the environmental issues later.Trading energy within Europe and being an entry point into Europe for the rest of the world has provided significant advantages. Europe has led the world on acting to address climate change. The economic imperative that drove those relationships has not changed and openness to trade remains central to who we are as a country. As the Prime Minister has repeatedly said, we will work towards the best deal for Britain. As I have said, our challenges remain the same: securing our energy supply, keeping bills low, building a low-carbon energy infrastructure, and protecting the environment and farming. Our commitment to them is unbowed.",679,3.3898305084745765e-4,0.1088135593220339,3.3898305084745765e-4,0.19694915254237289,3.3898305084745765e-4,0.5020338983050847,0.013898305084745762,0.08847457627118645,3.3898305084745765e-4,0.08847457627118645
uk.org.publicwhip/debate/2016-11-22b.734.5,2016-11-22,FOREIGN AND COMMONWEALTH OFFICE 2016-11-22,Emily Thornberry,labour,uk.org.publicwhip/person/11656,"As we meet today on the 53rd anniversary of John F Kennedy’s death, we have the prospect of a very different president about to enter the White House in a matter of weeks. Nevertheless, the Secretary of State said last week, and has said again today, that this new president is “a liberal guy” with whom he shares many values. He does not end there; we have, he tells us,“every reason to be positive”about a Trump presidency. Will he tell us what reasons there are to be positive about the attitude of the new president to climate change?",98,0.42727272727272725,0.06363636363636364,0.0030303030303030303,0.0030303030303030303,0.03333333333333333,0.0030303030303030303,0.396969696969697,0.0030303030303030303,0.0030303030303030303,0.06363636363636364
uk.org.publicwhip/debate/2019-10-14a.76.0,2019-10-14,DEBATE ON THE ADDRESS 2019-10-14,Tobias Ellwood,conservative,uk.org.publicwhip/person/11437,"It is a real pleasure to contribute to this Queen’s Speech debate on day one, which is certainly a first for me, and I am grateful to follow the hon. Member for Sheffield Central (Paul Blomfield). As one can probably imagine, I did not agree with a lot of what he said, but he started by speaking about climate change, and I echo his comments on that. We may have different views on Extinction Rebellion and its methods and manner, but I hope we can all agree that climate change is the largest geostrategic challenge we face and that we must work together. We may claim that we are the best in the G20, but we can do better, and I have already called on this Government to bring forward their ambition of being carbon neutral by 2050. I certainly welcome some aspects of the domestic agenda, not least on law and order—more police officers on the frontline will go down well in Bournemouth—and on environment, health and immigration, and on national  infrastructure, which is divided into two. First, on greater investment in our trains, Boscombe railway station needs more funding and infrastructure support. Secondly, on digital capacity, Bournemouth University will appreciate that, because it is at the forefront of our understanding of how the digital world is changing.",220,0.04078947368421053,0.0013157894736842105,0.0013157894736842105,0.27763157894736845,0.3697368421052632,0.053947368421052626,0.2513157894736842,0.0013157894736842105,0.0013157894736842105,0.0013157894736842105
uk.org.publicwhip/debate/2016-02-02a.861.0,2016-02-02,Enterprise Bill [Lords] 2016-02-02,Greg Mulholland,liberal-democrat,uk.org.publicwhip/person/11672,"I share the view of other right hon. and hon. Members that this is a hotchpotch of a Bill that rather loses the focus on what it claims to be about in its title. In the limited time available, I shall rattle through a few key issues and spend a little time on the section that deals with pubs.Let us remember that the Green Investment Bank has been a huge success. This bank, which was a direct result of Liberal Democrat policy, has invested £2.3 billion into the UK green economy, which then attracted a further £7 billion of private sector money. This means that it is already profitable. Considering that it was set up only in 2013 with a statutory purpose, the fact that it is being privatised now with such indecent haste really exposes the ideological decision making behind this rather than what the Green Investment Bank was set up to do. I pay tribute to my colleague in the other place, Lord Teverson, and congratulate him and other colleagues on inserting their clever initiative on special shares being looked after by green guardians. I ask Ministers to think about what message is being sent out by this Government’s record on hitting our climate change targets.Small businesses are the driving force of our economy. There are 5.4 million private sector businesses and 99.3% of them are classified as small. However, there are not enough measures in the Bill, which is an opportunity wasted. I welcome the creation of the small business commissioner. It is vital for small businesses to have a champion with a statutory footing, but the reality is, unfortunately, that this commissioner has no teeth. Any recommendations for resolving complaints will not be legally binding. We believe that the commission should have real sanctions, particularly over late payments, where repeat complaints against the same larger companies should result in state-level sanctions or penalties.There are a number of measures to widen the responsibilities of regulators and to ensure that decisions do not impact negatively on small businesses. Clearly, that is welcome, but the measures will have little real impact. Has any assessment been made of whether this will lead to a significant boost for small businesses, which is what we want to see? We also want to see greater use of the growth duty.Apprenticeships, of course, were yet another Liberal Democrat flagship policy during the coalition Government. Conservative Members keep talking about “the Government” over the last five and a half years, but that is simply not honest. It was the Liberal Democrats who pushed the apprenticeship agenda, and it was the former Business Secretary Vince Cable who oversaw that policy and the creation of 2.4 million apprenticeships. We warmly welcome the decision to make it an offence to describe a programme as an apprenticeship scheme when it is not officially classified as one.Late payment is clearly a huge issue for small businesses. In 2014 alone, £46.1 billion was owed in late payments, and that simply cannot continue. We need stronger measures to deal with it.I agree with what has been said about public sector exit payments, but I should like to hear from the Minister why, given that local government workers, teachers, health workers, police officers and fire and rescue workers are included in the cap provisions, public financial institutions have been excluded. Fred Goodwin, former chief executive officer of the Royal Bank of Scotland, reportedly receives an annual pension of £342,500. The public will surely demand that banks that have been bailed out should be the first to be subjected to the cap.In the limited time that remains to me, I want to say something about pubs. I declare an interest as chair of the British Pub Confederation. The confederation gives a new voice to pubs and publicans and enables them to stand up to the British Beer and Pub Association, which represents the interests of the pubcos. Its members include the Federation of Small Businesses and the Forum of Private Business, the two leading small business organisations. We warmly welcomed today’s announcement of a U-turn on the disgraceful clause 8.12 of the draft pubs code, which will not now go ahead. It should never have been there in the first place, and where it came from we can only surmise, but I think that it must have originated from pubcos or their supporters.What concerns us most now is the current proposal for the pubs code to allow a waiver for investments before someone signs up to a tenancy. That would clearly enable the pubcos to game the position.",764,3.1645569620253165e-4,0.475,3.1645569620253165e-4,0.038291139240506325,0.14905063291139242,3.1645569620253165e-4,0.1300632911392405,3.1645569620253165e-4,0.17753164556962026,0.028797468354430377
uk.org.publicwhip/debate/2019-07-01c.961.2,2019-07-01,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT 2019-07-01,Alec Shelbrooke,conservative,uk.org.publicwhip/person/24893,"Does my right hon. Friend agree that we come back to the problem of public perception of international aid? When we tackle climate change, disease and terrorism, that has a direct benefit to this country. Although it may be thought that diseases are thousands of miles away, they are only one plane journey away. Does my right hon. Friend share my frustration that we do not do enough to explain how taking world-leading responsibility directly benefits the UK?",78,0.4441176470588235,0.061764705882352944,0.0029411764705882353,0.20882352941176469,0.0029411764705882353,0.0029411764705882353,0.2676470588235294,0.0029411764705882353,0.0029411764705882353,0.0029411764705882353
uk.org.publicwhip/debate/2017-10-26b.457.0,2017-10-26,BUSINESS OF THE HOUSE 2017-10-26,Valerie Vaz,labour,uk.org.publicwhip/person/24852,"I thank the Leader of the House for giving us the business. I am delighted that she has given us the business up until 17 November—even though one week is comprised of two days of Back-Bench business, with the other days in recess—and that we have two days of debate on the European Union (Withdrawal) Bill on 14 and  I thank the Leader of the House for giving us the business. I am delighted that she has given us the business up until 15 November. Will she confirm that we will have all eight days of the Committee of the whole House before the Christmas recess? I am pleased that the Leader of the House raised Opposition day debates, but sadly I received her note only this morning. I think it was embargoed until 10.30 am. I checked with the Library just before coming into the Chamber. It does not appear to have a copy, so I am not sure that the statement has actually been published, and I am not even sure that you have seen a copy, Mr Speaker. I have concerns about this. As the Leader of the House said, Ministers will make a statement no more than 12 weeks after the passing of an Opposition day resolution. Will she please say whether Ministers will actually be attending in the Chamber? I had understood that that was the purpose of wind-ups.The Leader of the House seems to have two tiers of resolutions of the House. There is one tier for resolutions of the House on Opposition days and another for all the other resolutions of the House. Will she say what discussions she has had with the Clerks and even Mr Speaker about these two tiers of resolutions, and do the Standing Orders need to be amended?The last paragraph of the Leader of the House’s statement says:“This is in line with suggestions made by Members across the House”.There has been absolutely no discussion with business managers on our side and I do not think that that is acceptable. This is no way to treat the House. This is rapidly becoming like “House of Games”—a combination of “House of Cards” and “Game of Thrones”. The Government should get their house in order and deal with the democracy of why we are here. We are elected as representatives to speak on behalf of our constituents.The Leader of the House might want to correct what she said to the House last week. She said that discussions about the Sanctions and Anti-Money Laundering Bill were starting in the other place, but discussions there were none. My friends in the other place have said that they were simply told that the Bill would start in that House. There was a First Reading and then the Bill was published. That cannot possibly be right. It must be profoundly against the democracy of our country for a First Reading to take place and for no one to have sight of the Bill until the next day. Will the Leader of the House confirm that that process will not be used again?All Members have received a letter about R and R. It is welcome that there will be a debate in December, but this means a delay of 18 months—the report was published in 2016—just to get to a position of a final option. This approach actually takes options away from Members, because it says that when the delivery authority comes back to the House, Members will just be able to vote yes or no. That cannot be acceptable. I see no reason why the three options cannot be placed before the House alongside setting up the delivery authority.Will the Leader of the House write to me to let me know how many consultants there have been? What are the costs of the people who have been employed while the Government have delayed making a decision? If we follow one of the options set out in her letter with regard to State Opening, will she really be asking our Gracious Sovereign to attend a building site? Will hard hats be available for all of us?In a week when a Government Whip has raised the spectre of Lenin and McCarthy stalking our fiercely independent world-class universities, we have now been told that his real inspiration was Lennon and McCartney, because he wants to be a “Paperback Writer”—he is writing a book. If he is writing a book, should he be writing on Whips’ headed paper? He should have been clear about the information that he wanted, and he could have found all of it out for himself if he had just looked on the universities’ websites.Four years ago, students—the sort of students who are apparently being brainwashed by their universities—who were economics undergraduates at the University of Manchester and others around the world formed the Post-Crash Economics Society. They criticised university courses for doing little to explain why economists had failed to warn people about the global financial crisis, for focusing too heavily on training students for City jobs, and for not teaching alternative economic theories such as those of Keynes and, yes, even Marx. I am afraid that the Leader of the House is on her own. This was not a nice letter, because all those who received it found it menacing and threatening—[Interruption.] That is including the Prime Minister, as she too has distanced herself. We seem to be seeing a return of the nasty party.Continuing that theme, let me add that nearly three months after the employment tribunal fees policy was struck down by the Supreme Court, the Government have only now revealed plans for refunds, the first phase of which will take place when officials start to write to 1,000 people. That was also hidden in a written statement. Will the Leader of the House tell us when the former Justice Secretary will apologise for acting unlawfully, and when all claimants will receive their refunds, including interest? Will she also explain why the Government are to press ahead with the reform of legal aid fees that are paid in criminal cases, despite the fact that 97% of the submissions to a consultation opposed the plan? People have said that the decision is reckless and could place justice in jeopardy. It might well be open to challenge if it is made against the evidence and no valid reasons are given.And so to Brexit. The National Farmers Union says that no deal would have severe effects for UK farmers and growers, 71.4% of whose exports go to the EU. This week, UK business leaders wrote to the Secretary of State for Exiting the European Union asking him to establish, quickly, a Brexit transition deal that—in their  words—mirrors existing arrangements, because otherwise we are at risk of losing jobs and investment. In her Florence speech, the Prime Minister referred to an implementation period, but if in March 2019 there is no deal, what will the Government be implementing? Yesterday, before 12 pm, the Secretary of State told a Select Committee that there would be a vote on a deal after March 2019. After 12 pm, he said that he expected and intended that there would be a vote before March 2019. If that is the way in which the Government are negotiating, no wonder we are stuck. They must remember that they are negotiating with friends, not enemies. We worked with these people on the common causes of growth strategies, climate change, tax avoidance, and the health and wellbeing and peace and security of our nations.Finally, we say goodbye to Fats Domino and thank him, wherever he is, for all those wonderful songs. We send congratulations to the new Labour Prime Minister of New Zealand, Jacinda Ardern. The Leader of the Opposition said at the time of the election, “Do it for us,” and she did.",1313,2.0876826722338206e-4,0.12129436325678497,2.0876826722338206e-4,0.010647181628392484,0.13382045929018788,0.008559498956158663,0.4991649269311065,0.006471816283924844,0.062839248434238,0.1567849686847599
uk.org.publicwhip/debate/2016-07-14c.412.7,2016-07-14,ENERGY AND CLIMATE CHANGE 2016-07-14,Andrea Leadsom,conservative,uk.org.publicwhip/person/24829,"I could not agree more; my hon. Friend is exactly right. The UK is leading on the deployment of renewables—we are getting down the cost of those technologies through our policies—and through our  commitment to decarbonisation and tackling climate change, and to showing the rest of the world how much we want to lead in this area, which we will continue to do.",64,0.005,0.005,0.005,0.10500000000000001,0.005,0.8550000000000001,0.005,0.005,0.005,0.005
